BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner
r-10280267,r-10280267,r-10280267,0267,0267,7,BusinessPartnerFullName-10280267,0267,BusinessPartnerName-10280267,10280267-682f-43fe-8938-b47e3fe55e84,67,ser-10280267,2010-01-17,22:59:53,FirstName-10280267,0267,y-10280267,0280267,80267,false,false,7,false,7,67,2018-02-24,22:59:53,ser-10280267,LastName-10280267,67,OrganizationBPName1-10280267,OrganizationBPName2-10280267,OrganizationBPName3-10280267,OrganizationBPName4-10280267,2016-04-13,2020-01-07,SearchTerm1-10280267,SearchTerm2-10280267,AdditionalLastName-10280267,2021-05-10,7,BusinessPartnerBirthplaceName-10280267,2006-06-14,false,0267,ETag-10280267,GroupBusinessPartnerName1-10280267,GroupBusinessPartnerName2-10280267,D-10280267,7,MiddleName-10280267,267,67,PersonFullName-10280267,r-10280267,false,ByExtSystem-10280267,7,0267,7,267,BusinessPartnerBirthName-10280267,0267,NaturalPersonEmployerName-10280267,0267,0267,s-10280267,false,280267
r-10280268,r-10280268,r-10280268,0268,0268,8,BusinessPartnerFullName-10280268,0268,BusinessPartnerName-10280268,10280268-417d-4029-9a7e-eed18ad5be5d,68,ser-10280268,2022-01-25,22:59:53,FirstName-10280268,0268,y-10280268,0280268,80268,true,true,8,true,8,68,2018-04-28,22:59:53,ser-10280268,LastName-10280268,68,OrganizationBPName1-10280268,OrganizationBPName2-10280268,OrganizationBPName3-10280268,OrganizationBPName4-10280268,2006-03-19,2008-06-26,SearchTerm1-10280268,SearchTerm2-10280268,AdditionalLastName-10280268,2021-02-10,8,BusinessPartnerBirthplaceName-10280268,2008-08-10,true,0268,ETag-10280268,GroupBusinessPartnerName1-10280268,GroupBusinessPartnerName2-10280268,D-10280268,8,MiddleName-10280268,268,68,PersonFullName-10280268,r-10280268,true,ByExtSystem-10280268,8,0268,8,268,BusinessPartnerBirthName-10280268,0268,NaturalPersonEmployerName-10280268,0268,0268,s-10280268,true,280268
r-10280269,r-10280269,r-10280269,0269,0269,9,BusinessPartnerFullName-10280269,0269,BusinessPartnerName-10280269,10280269-6148-4646-976b-d8e617492840,69,ser-10280269,2023-11-02,22:59:53,FirstName-10280269,0269,y-10280269,0280269,80269,false,false,9,false,9,69,2001-07-26,22:59:53,ser-10280269,LastName-10280269,69,OrganizationBPName1-10280269,OrganizationBPName2-10280269,OrganizationBPName3-10280269,OrganizationBPName4-10280269,2016-10-26,2005-11-24,SearchTerm1-10280269,SearchTerm2-10280269,AdditionalLastName-10280269,2016-01-30,9,BusinessPartnerBirthplaceName-10280269,2002-03-07,false,0269,ETag-10280269,GroupBusinessPartnerName1-10280269,GroupBusinessPartnerName2-10280269,D-10280269,9,MiddleName-10280269,269,69,PersonFullName-10280269,r-10280269,false,ByExtSystem-10280269,9,0269,9,269,BusinessPartnerBirthName-10280269,0269,NaturalPersonEmployerName-10280269,0269,0269,s-10280269,false,280269
r-10280270,r-10280270,r-10280270,0270,0270,0,BusinessPartnerFullName-10280270,0270,BusinessPartnerName-10280270,10280270-9ae7-46b7-989f-b73d78a34e93,70,ser-10280270,2003-06-05,22:59:53,FirstName-10280270,0270,y-10280270,0280270,80270,true,true,0,true,0,70,2020-11-27,22:59:53,ser-10280270,LastName-10280270,70,OrganizationBPName1-10280270,OrganizationBPName2-10280270,OrganizationBPName3-10280270,OrganizationBPName4-10280270,2021-02-08,2011-04-16,SearchTerm1-10280270,SearchTerm2-10280270,AdditionalLastName-10280270,2017-12-13,0,BusinessPartnerBirthplaceName-10280270,2013-10-14,true,0270,ETag-10280270,GroupBusinessPartnerName1-10280270,GroupBusinessPartnerName2-10280270,D-10280270,0,MiddleName-10280270,270,70,PersonFullName-10280270,r-10280270,true,ByExtSystem-10280270,0,0270,0,270,BusinessPartnerBirthName-10280270,0270,NaturalPersonEmployerName-10280270,0270,0270,s-10280270,true,280270
r-10280271,r-10280271,r-10280271,0271,0271,1,BusinessPartnerFullName-10280271,0271,BusinessPartnerName-10280271,10280271-3d26-4ad7-8d26-2a6cae6fc9a0,71,ser-10280271,2002-09-07,22:59:53,FirstName-10280271,0271,y-10280271,0280271,80271,false,false,1,false,1,71,2006-10-09,22:59:53,ser-10280271,LastName-10280271,71,OrganizationBPName1-10280271,OrganizationBPName2-10280271,OrganizationBPName3-10280271,OrganizationBPName4-10280271,2006-04-26,2002-07-17,SearchTerm1-10280271,SearchTerm2-10280271,AdditionalLastName-10280271,2002-08-05,1,BusinessPartnerBirthplaceName-10280271,2001-11-15,false,0271,ETag-10280271,GroupBusinessPartnerName1-10280271,GroupBusinessPartnerName2-10280271,D-10280271,1,MiddleName-10280271,271,71,PersonFullName-10280271,r-10280271,false,ByExtSystem-10280271,1,0271,1,271,BusinessPartnerBirthName-10280271,0271,NaturalPersonEmployerName-10280271,0271,0271,s-10280271,false,280271
r-10280272,r-10280272,r-10280272,0272,0272,2,BusinessPartnerFullName-10280272,0272,BusinessPartnerName-10280272,10280272-c4f7-4ea9-9674-dd304682b89d,72,ser-10280272,2015-02-21,22:59:53,FirstName-10280272,0272,y-10280272,0280272,80272,true,true,2,true,2,72,2023-07-22,22:59:53,ser-10280272,LastName-10280272,72,OrganizationBPName1-10280272,OrganizationBPName2-10280272,OrganizationBPName3-10280272,OrganizationBPName4-10280272,2017-09-28,2010-02-14,SearchTerm1-10280272,SearchTerm2-10280272,AdditionalLastName-10280272,2016-10-21,2,BusinessPartnerBirthplaceName-10280272,2007-02-05,true,0272,ETag-10280272,GroupBusinessPartnerName1-10280272,GroupBusinessPartnerName2-10280272,D-10280272,2,MiddleName-10280272,272,72,PersonFullName-10280272,r-10280272,true,ByExtSystem-10280272,2,0272,2,272,BusinessPartnerBirthName-10280272,0272,NaturalPersonEmployerName-10280272,0272,0272,s-10280272,true,280272
r-10280273,r-10280273,r-10280273,0273,0273,3,BusinessPartnerFullName-10280273,0273,BusinessPartnerName-10280273,10280273-f742-46cf-83a5-58e86ce4d84e,73,ser-10280273,2011-10-08,22:59:53,FirstName-10280273,0273,y-10280273,0280273,80273,false,false,3,false,3,73,2003-02-27,22:59:53,ser-10280273,LastName-10280273,73,OrganizationBPName1-10280273,OrganizationBPName2-10280273,OrganizationBPName3-10280273,OrganizationBPName4-10280273,2012-06-06,2006-07-30,SearchTerm1-10280273,SearchTerm2-10280273,AdditionalLastName-10280273,2001-07-03,3,BusinessPartnerBirthplaceName-10280273,2011-12-17,false,0273,ETag-10280273,GroupBusinessPartnerName1-10280273,GroupBusinessPartnerName2-10280273,D-10280273,3,MiddleName-10280273,273,73,PersonFullName-10280273,r-10280273,false,ByExtSystem-10280273,3,0273,3,273,BusinessPartnerBirthName-10280273,0273,NaturalPersonEmployerName-10280273,0273,0273,s-10280273,false,280273
r-10280274,r-10280274,r-10280274,0274,0274,4,BusinessPartnerFullName-10280274,0274,BusinessPartnerName-10280274,10280274-fc52-4310-b36c-3c2ecdd1c26a,74,ser-10280274,2018-04-17,22:59:53,FirstName-10280274,0274,y-10280274,0280274,80274,true,true,4,true,4,74,2006-05-04,22:59:53,ser-10280274,LastName-10280274,74,OrganizationBPName1-10280274,OrganizationBPName2-10280274,OrganizationBPName3-10280274,OrganizationBPName4-10280274,2013-08-30,2012-08-11,SearchTerm1-10280274,SearchTerm2-10280274,AdditionalLastName-10280274,2015-11-05,4,BusinessPartnerBirthplaceName-10280274,2017-06-30,true,0274,ETag-10280274,GroupBusinessPartnerName1-10280274,GroupBusinessPartnerName2-10280274,D-10280274,4,MiddleName-10280274,274,74,PersonFullName-10280274,r-10280274,true,ByExtSystem-10280274,4,0274,4,274,BusinessPartnerBirthName-10280274,0274,NaturalPersonEmployerName-10280274,0274,0274,s-10280274,true,280274
r-10280275,r-10280275,r-10280275,0275,0275,5,BusinessPartnerFullName-10280275,0275,BusinessPartnerName-10280275,10280275-294b-403d-b494-1d31877ac8fb,75,ser-10280275,2004-03-08,22:59:53,FirstName-10280275,0275,y-10280275,0280275,80275,false,false,5,false,5,75,2019-02-20,22:59:53,ser-10280275,LastName-10280275,75,OrganizationBPName1-10280275,OrganizationBPName2-10280275,OrganizationBPName3-10280275,OrganizationBPName4-10280275,2001-04-10,2022-11-11,SearchTerm1-10280275,SearchTerm2-10280275,AdditionalLastName-10280275,2016-02-09,5,BusinessPartnerBirthplaceName-10280275,2018-07-07,false,0275,ETag-10280275,GroupBusinessPartnerName1-10280275,GroupBusinessPartnerName2-10280275,D-10280275,5,MiddleName-10280275,275,75,PersonFullName-10280275,r-10280275,false,ByExtSystem-10280275,5,0275,5,275,BusinessPartnerBirthName-10280275,0275,NaturalPersonEmployerName-10280275,0275,0275,s-10280275,false,280275
r-10280276,r-10280276,r-10280276,0276,0276,6,BusinessPartnerFullName-10280276,0276,BusinessPartnerName-10280276,10280276-0942-40af-8fca-d10e3aaf9ef0,76,ser-10280276,2023-02-18,22:59:53,FirstName-10280276,0276,y-10280276,0280276,80276,true,true,6,true,6,76,2018-01-02,22:59:53,ser-10280276,LastName-10280276,76,OrganizationBPName1-10280276,OrganizationBPName2-10280276,OrganizationBPName3-10280276,OrganizationBPName4-10280276,2013-02-21,2019-12-12,SearchTerm1-10280276,SearchTerm2-10280276,AdditionalLastName-10280276,2005-03-01,6,BusinessPartnerBirthplaceName-10280276,2001-03-03,true,0276,ETag-10280276,GroupBusinessPartnerName1-10280276,GroupBusinessPartnerName2-10280276,D-10280276,6,MiddleName-10280276,276,76,PersonFullName-10280276,r-10280276,true,ByExtSystem-10280276,6,0276,6,276,BusinessPartnerBirthName-10280276,0276,NaturalPersonEmployerName-10280276,0276,0276,s-10280276,true,280276
r-10280277,r-10280277,r-10280277,0277,0277,7,BusinessPartnerFullName-10280277,0277,BusinessPartnerName-10280277,10280277-8072-4ed8-9872-33f6c811c913,77,ser-10280277,2019-11-13,22:59:53,FirstName-10280277,0277,y-10280277,0280277,80277,false,false,7,false,7,77,2019-09-02,22:59:53,ser-10280277,LastName-10280277,77,OrganizationBPName1-10280277,OrganizationBPName2-10280277,OrganizationBPName3-10280277,OrganizationBPName4-10280277,2013-03-13,2022-04-26,SearchTerm1-10280277,SearchTerm2-10280277,AdditionalLastName-10280277,2012-01-15,7,BusinessPartnerBirthplaceName-10280277,2004-09-28,false,0277,ETag-10280277,GroupBusinessPartnerName1-10280277,GroupBusinessPartnerName2-10280277,D-10280277,7,MiddleName-10280277,277,77,PersonFullName-10280277,r-10280277,false,ByExtSystem-10280277,7,0277,7,277,BusinessPartnerBirthName-10280277,0277,NaturalPersonEmployerName-10280277,0277,0277,s-10280277,false,280277
r-10280278,r-10280278,r-10280278,0278,0278,8,BusinessPartnerFullName-10280278,0278,BusinessPartnerName-10280278,10280278-af37-4112-aa52-a0b4942cbfb4,78,ser-10280278,2013-01-19,22:59:53,FirstName-10280278,0278,y-10280278,0280278,80278,true,true,8,true,8,78,2004-04-01,22:59:53,ser-10280278,LastName-10280278,78,OrganizationBPName1-10280278,OrganizationBPName2-10280278,OrganizationBPName3-10280278,OrganizationBPName4-10280278,2013-06-10,2001-05-02,SearchTerm1-10280278,SearchTerm2-10280278,AdditionalLastName-10280278,2001-08-14,8,BusinessPartnerBirthplaceName-10280278,2019-04-04,true,0278,ETag-10280278,GroupBusinessPartnerName1-10280278,GroupBusinessPartnerName2-10280278,D-10280278,8,MiddleName-10280278,278,78,PersonFullName-10280278,r-10280278,true,ByExtSystem-10280278,8,0278,8,278,BusinessPartnerBirthName-10280278,0278,NaturalPersonEmployerName-10280278,0278,0278,s-10280278,true,280278
r-10280279,r-10280279,r-10280279,0279,0279,9,BusinessPartnerFullName-10280279,0279,BusinessPartnerName-10280279,10280279-8953-4452-809a-01c0adb6397a,79,ser-10280279,2004-07-25,22:59:53,FirstName-10280279,0279,y-10280279,0280279,80279,false,false,9,false,9,79,2012-01-10,22:59:53,ser-10280279,LastName-10280279,79,OrganizationBPName1-10280279,OrganizationBPName2-10280279,OrganizationBPName3-10280279,OrganizationBPName4-10280279,2023-05-16,2011-10-05,SearchTerm1-10280279,SearchTerm2-10280279,AdditionalLastName-10280279,2014-08-10,9,BusinessPartnerBirthplaceName-10280279,2005-12-20,false,0279,ETag-10280279,GroupBusinessPartnerName1-10280279,GroupBusinessPartnerName2-10280279,D-10280279,9,MiddleName-10280279,279,79,PersonFullName-10280279,r-10280279,false,ByExtSystem-10280279,9,0279,9,279,BusinessPartnerBirthName-10280279,0279,NaturalPersonEmployerName-10280279,0279,0279,s-10280279,false,280279
r-10280280,r-10280280,r-10280280,0280,0280,0,BusinessPartnerFullName-10280280,0280,BusinessPartnerName-10280280,10280280-0c85-451b-b50e-e546456c11bf,80,ser-10280280,2018-03-25,22:59:53,FirstName-10280280,0280,y-10280280,0280280,80280,true,true,0,true,0,80,2003-08-13,22:59:53,ser-10280280,LastName-10280280,80,OrganizationBPName1-10280280,OrganizationBPName2-10280280,OrganizationBPName3-10280280,OrganizationBPName4-10280280,2004-04-16,2007-02-08,SearchTerm1-10280280,SearchTerm2-10280280,AdditionalLastName-10280280,2012-03-12,0,BusinessPartnerBirthplaceName-10280280,2022-06-17,true,0280,ETag-10280280,GroupBusinessPartnerName1-10280280,GroupBusinessPartnerName2-10280280,D-10280280,0,MiddleName-10280280,280,80,PersonFullName-10280280,r-10280280,true,ByExtSystem-10280280,0,0280,0,280,BusinessPartnerBirthName-10280280,0280,NaturalPersonEmployerName-10280280,0280,0280,s-10280280,true,280280
r-10280281,r-10280281,r-10280281,0281,0281,1,BusinessPartnerFullName-10280281,0281,BusinessPartnerName-10280281,10280281-a5a8-4a21-ba16-1fdc113f28a8,81,ser-10280281,2015-02-06,22:59:53,FirstName-10280281,0281,y-10280281,0280281,80281,false,false,1,false,1,81,2005-01-14,22:59:53,ser-10280281,LastName-10280281,81,OrganizationBPName1-10280281,OrganizationBPName2-10280281,OrganizationBPName3-10280281,OrganizationBPName4-10280281,2007-03-13,2004-08-17,SearchTerm1-10280281,SearchTerm2-10280281,AdditionalLastName-10280281,2015-11-25,1,BusinessPartnerBirthplaceName-10280281,2017-05-19,false,0281,ETag-10280281,GroupBusinessPartnerName1-10280281,GroupBusinessPartnerName2-10280281,D-10280281,1,MiddleName-10280281,281,81,PersonFullName-10280281,r-10280281,false,ByExtSystem-10280281,1,0281,1,281,BusinessPartnerBirthName-10280281,0281,NaturalPersonEmployerName-10280281,0281,0281,s-10280281,false,280281
r-10280282,r-10280282,r-10280282,0282,0282,2,BusinessPartnerFullName-10280282,0282,BusinessPartnerName-10280282,10280282-145d-4240-bad9-c1510ccadaa0,82,ser-10280282,2013-03-27,22:59:53,FirstName-10280282,0282,y-10280282,0280282,80282,true,true,2,true,2,82,2019-06-14,22:59:53,ser-10280282,LastName-10280282,82,OrganizationBPName1-10280282,OrganizationBPName2-10280282,OrganizationBPName3-10280282,OrganizationBPName4-10280282,2020-11-29,2006-05-31,SearchTerm1-10280282,SearchTerm2-10280282,AdditionalLastName-10280282,2008-04-19,2,BusinessPartnerBirthplaceName-10280282,2000-09-07,true,0282,ETag-10280282,GroupBusinessPartnerName1-10280282,GroupBusinessPartnerName2-10280282,D-10280282,2,MiddleName-10280282,282,82,PersonFullName-10280282,r-10280282,true,ByExtSystem-10280282,2,0282,2,282,BusinessPartnerBirthName-10280282,0282,NaturalPersonEmployerName-10280282,0282,0282,s-10280282,true,280282
r-10280283,r-10280283,r-10280283,0283,0283,3,BusinessPartnerFullName-10280283,0283,BusinessPartnerName-10280283,10280283-c458-41d3-97ab-46ed679c25fe,83,ser-10280283,2003-10-01,22:59:53,FirstName-10280283,0283,y-10280283,0280283,80283,false,false,3,false,3,83,2016-09-01,22:59:53,ser-10280283,LastName-10280283,83,OrganizationBPName1-10280283,OrganizationBPName2-10280283,OrganizationBPName3-10280283,OrganizationBPName4-10280283,2015-11-04,2010-05-18,SearchTerm1-10280283,SearchTerm2-10280283,AdditionalLastName-10280283,2005-10-30,3,BusinessPartnerBirthplaceName-10280283,2014-11-01,false,0283,ETag-10280283,GroupBusinessPartnerName1-10280283,GroupBusinessPartnerName2-10280283,D-10280283,3,MiddleName-10280283,283,83,PersonFullName-10280283,r-10280283,false,ByExtSystem-10280283,3,0283,3,283,BusinessPartnerBirthName-10280283,0283,NaturalPersonEmployerName-10280283,0283,0283,s-10280283,false,280283
r-10280284,r-10280284,r-10280284,0284,0284,4,BusinessPartnerFullName-10280284,0284,BusinessPartnerName-10280284,10280284-fdca-4b16-983d-68aa035f71cd,84,ser-10280284,2004-07-22,22:59:53,FirstName-10280284,0284,y-10280284,0280284,80284,true,true,4,true,4,84,2006-04-15,22:59:53,ser-10280284,LastName-10280284,84,OrganizationBPName1-10280284,OrganizationBPName2-10280284,OrganizationBPName3-10280284,OrganizationBPName4-10280284,2021-07-19,2015-03-28,SearchTerm1-10280284,SearchTerm2-10280284,AdditionalLastName-10280284,2000-11-01,4,BusinessPartnerBirthplaceName-10280284,2015-04-20,true,0284,ETag-10280284,GroupBusinessPartnerName1-10280284,GroupBusinessPartnerName2-10280284,D-10280284,4,MiddleName-10280284,284,84,PersonFullName-10280284,r-10280284,true,ByExtSystem-10280284,4,0284,4,284,BusinessPartnerBirthName-10280284,0284,NaturalPersonEmployerName-10280284,0284,0284,s-10280284,true,280284
r-10280285,r-10280285,r-10280285,0285,0285,5,BusinessPartnerFullName-10280285,0285,BusinessPartnerName-10280285,10280285-a56f-4075-b8d7-f8d771aa019a,85,ser-10280285,2007-01-16,22:59:53,FirstName-10280285,0285,y-10280285,0280285,80285,false,false,5,false,5,85,2011-11-25,22:59:53,ser-10280285,LastName-10280285,85,OrganizationBPName1-10280285,OrganizationBPName2-10280285,OrganizationBPName3-10280285,OrganizationBPName4-10280285,2019-03-13,2001-05-28,SearchTerm1-10280285,SearchTerm2-10280285,AdditionalLastName-10280285,2011-06-04,5,BusinessPartnerBirthplaceName-10280285,2023-09-16,false,0285,ETag-10280285,GroupBusinessPartnerName1-10280285,GroupBusinessPartnerName2-10280285,D-10280285,5,MiddleName-10280285,285,85,PersonFullName-10280285,r-10280285,false,ByExtSystem-10280285,5,0285,5,285,BusinessPartnerBirthName-10280285,0285,NaturalPersonEmployerName-10280285,0285,0285,s-10280285,false,280285
r-10280286,r-10280286,r-10280286,0286,0286,6,BusinessPartnerFullName-10280286,0286,BusinessPartnerName-10280286,10280286-9b53-4a04-896d-d1e82b4b7dc1,86,ser-10280286,2008-01-14,22:59:53,FirstName-10280286,0286,y-10280286,0280286,80286,true,true,6,true,6,86,2013-09-01,22:59:53,ser-10280286,LastName-10280286,86,OrganizationBPName1-10280286,OrganizationBPName2-10280286,OrganizationBPName3-10280286,OrganizationBPName4-10280286,2004-10-27,2020-01-27,SearchTerm1-10280286,SearchTerm2-10280286,AdditionalLastName-10280286,2016-02-21,6,BusinessPartnerBirthplaceName-10280286,2011-02-15,true,0286,ETag-10280286,GroupBusinessPartnerName1-10280286,GroupBusinessPartnerName2-10280286,D-10280286,6,MiddleName-10280286,286,86,PersonFullName-10280286,r-10280286,true,ByExtSystem-10280286,6,0286,6,286,BusinessPartnerBirthName-10280286,0286,NaturalPersonEmployerName-10280286,0286,0286,s-10280286,true,280286
r-10280287,r-10280287,r-10280287,0287,0287,7,BusinessPartnerFullName-10280287,0287,BusinessPartnerName-10280287,10280287-8da0-47e0-8617-1c111cdb4a16,87,ser-10280287,2011-09-24,22:59:53,FirstName-10280287,0287,y-10280287,0280287,80287,false,false,7,false,7,87,2023-09-18,22:59:53,ser-10280287,LastName-10280287,87,OrganizationBPName1-10280287,OrganizationBPName2-10280287,OrganizationBPName3-10280287,OrganizationBPName4-10280287,2002-09-21,2022-12-05,SearchTerm1-10280287,SearchTerm2-10280287,AdditionalLastName-10280287,2023-06-22,7,BusinessPartnerBirthplaceName-10280287,2021-06-20,false,0287,ETag-10280287,GroupBusinessPartnerName1-10280287,GroupBusinessPartnerName2-10280287,D-10280287,7,MiddleName-10280287,287,87,PersonFullName-10280287,r-10280287,false,ByExtSystem-10280287,7,0287,7,287,BusinessPartnerBirthName-10280287,0287,NaturalPersonEmployerName-10280287,0287,0287,s-10280287,false,280287
r-10280288,r-10280288,r-10280288,0288,0288,8,BusinessPartnerFullName-10280288,0288,BusinessPartnerName-10280288,10280288-e1e2-426f-886e-14b3bd91070b,88,ser-10280288,2022-10-02,22:59:53,FirstName-10280288,0288,y-10280288,0280288,80288,true,true,8,true,8,88,2022-10-02,22:59:53,ser-10280288,LastName-10280288,88,OrganizationBPName1-10280288,OrganizationBPName2-10280288,OrganizationBPName3-10280288,OrganizationBPName4-10280288,2016-07-17,2023-12-24,SearchTerm1-10280288,SearchTerm2-10280288,AdditionalLastName-10280288,2021-08-06,8,BusinessPartnerBirthplaceName-10280288,2006-08-28,true,0288,ETag-10280288,GroupBusinessPartnerName1-10280288,GroupBusinessPartnerName2-10280288,D-10280288,8,MiddleName-10280288,288,88,PersonFullName-10280288,r-10280288,true,ByExtSystem-10280288,8,0288,8,288,BusinessPartnerBirthName-10280288,0288,NaturalPersonEmployerName-10280288,0288,0288,s-10280288,true,280288
r-10280289,r-10280289,r-10280289,0289,0289,9,BusinessPartnerFullName-10280289,0289,BusinessPartnerName-10280289,10280289-c589-49bf-961c-d0e9d1a44e3f,89,ser-10280289,2020-02-04,22:59:53,FirstName-10280289,0289,y-10280289,0280289,80289,false,false,9,false,9,89,2014-05-27,22:59:53,ser-10280289,LastName-10280289,89,OrganizationBPName1-10280289,OrganizationBPName2-10280289,OrganizationBPName3-10280289,OrganizationBPName4-10280289,2012-12-04,2020-03-21,SearchTerm1-10280289,SearchTerm2-10280289,AdditionalLastName-10280289,2004-09-30,9,BusinessPartnerBirthplaceName-10280289,2019-03-06,false,0289,ETag-10280289,GroupBusinessPartnerName1-10280289,GroupBusinessPartnerName2-10280289,D-10280289,9,MiddleName-10280289,289,89,PersonFullName-10280289,r-10280289,false,ByExtSystem-10280289,9,0289,9,289,BusinessPartnerBirthName-10280289,0289,NaturalPersonEmployerName-10280289,0289,0289,s-10280289,false,280289
r-10280290,r-10280290,r-10280290,0290,0290,0,BusinessPartnerFullName-10280290,0290,BusinessPartnerName-10280290,10280290-ac05-4607-840c-7f52ca1e9fe5,90,ser-10280290,2018-01-04,22:59:53,FirstName-10280290,0290,y-10280290,0280290,80290,true,true,0,true,0,90,2017-01-19,22:59:53,ser-10280290,LastName-10280290,90,OrganizationBPName1-10280290,OrganizationBPName2-10280290,OrganizationBPName3-10280290,OrganizationBPName4-10280290,2014-10-18,2013-06-12,SearchTerm1-10280290,SearchTerm2-10280290,AdditionalLastName-10280290,2014-12-06,0,BusinessPartnerBirthplaceName-10280290,2002-12-20,true,0290,ETag-10280290,GroupBusinessPartnerName1-10280290,GroupBusinessPartnerName2-10280290,D-10280290,0,MiddleName-10280290,290,90,PersonFullName-10280290,r-10280290,true,ByExtSystem-10280290,0,0290,0,290,BusinessPartnerBirthName-10280290,0290,NaturalPersonEmployerName-10280290,0290,0290,s-10280290,true,280290
r-10280291,r-10280291,r-10280291,0291,0291,1,BusinessPartnerFullName-10280291,0291,BusinessPartnerName-10280291,10280291-cd98-47ee-aaa2-a31f2000a6b9,91,ser-10280291,2001-02-05,22:59:53,FirstName-10280291,0291,y-10280291,0280291,80291,false,false,1,false,1,91,2013-08-11,22:59:53,ser-10280291,LastName-10280291,91,OrganizationBPName1-10280291,OrganizationBPName2-10280291,OrganizationBPName3-10280291,OrganizationBPName4-10280291,2003-02-17,2010-11-24,SearchTerm1-10280291,SearchTerm2-10280291,AdditionalLastName-10280291,2004-06-29,1,BusinessPartnerBirthplaceName-10280291,2004-04-18,false,0291,ETag-10280291,GroupBusinessPartnerName1-10280291,GroupBusinessPartnerName2-10280291,D-10280291,1,MiddleName-10280291,291,91,PersonFullName-10280291,r-10280291,false,ByExtSystem-10280291,1,0291,1,291,BusinessPartnerBirthName-10280291,0291,NaturalPersonEmployerName-10280291,0291,0291,s-10280291,false,280291
r-10280292,r-10280292,r-10280292,0292,0292,2,BusinessPartnerFullName-10280292,0292,BusinessPartnerName-10280292,10280292-2760-476c-9a0f-b4d9bd8fba86,92,ser-10280292,2018-10-18,22:59:53,FirstName-10280292,0292,y-10280292,0280292,80292,true,true,2,true,2,92,2020-06-28,22:59:53,ser-10280292,LastName-10280292,92,OrganizationBPName1-10280292,OrganizationBPName2-10280292,OrganizationBPName3-10280292,OrganizationBPName4-10280292,2000-02-07,2000-07-07,SearchTerm1-10280292,SearchTerm2-10280292,AdditionalLastName-10280292,2001-07-04,2,BusinessPartnerBirthplaceName-10280292,2020-11-08,true,0292,ETag-10280292,GroupBusinessPartnerName1-10280292,GroupBusinessPartnerName2-10280292,D-10280292,2,MiddleName-10280292,292,92,PersonFullName-10280292,r-10280292,true,ByExtSystem-10280292,2,0292,2,292,BusinessPartnerBirthName-10280292,0292,NaturalPersonEmployerName-10280292,0292,0292,s-10280292,true,280292
r-10280293,r-10280293,r-10280293,0293,0293,3,BusinessPartnerFullName-10280293,0293,BusinessPartnerName-10280293,10280293-cd2a-4b86-84bb-ac67b83ac5dc,93,ser-10280293,2013-12-17,22:59:53,FirstName-10280293,0293,y-10280293,0280293,80293,false,false,3,false,3,93,2018-07-01,22:59:53,ser-10280293,LastName-10280293,93,OrganizationBPName1-10280293,OrganizationBPName2-10280293,OrganizationBPName3-10280293,OrganizationBPName4-10280293,2000-09-02,2008-08-15,SearchTerm1-10280293,SearchTerm2-10280293,AdditionalLastName-10280293,2007-09-30,3,BusinessPartnerBirthplaceName-10280293,2015-11-30,false,0293,ETag-10280293,GroupBusinessPartnerName1-10280293,GroupBusinessPartnerName2-10280293,D-10280293,3,MiddleName-10280293,293,93,PersonFullName-10280293,r-10280293,false,ByExtSystem-10280293,3,0293,3,293,BusinessPartnerBirthName-10280293,0293,NaturalPersonEmployerName-10280293,0293,0293,s-10280293,false,280293
